8000	Arpeggiated
8001	Tempo Synced
8002	Pulsing
8003	Dry
8004	Processed
8005	Mono
8006	Chord
8007	Glide
8008	Slow Attack
8009	Long Release
8010	Decaying
8011	Sustained
8012	Percussive
8013	Morphing
8014	VA		0	1
8015	Additive	0	1
8016	Spectral	0	1
8017	Granular	0	1
8018	Sampler		0	1
8019	Multisampled
8020	Phrase
8021	Pitch Mod
8022	Filter Mod
