7000	Ambient
7001	Downtempo
7002	Drum and Bass
7003	Dubstep
7004	Electronica
7005	Urban
7006	House
7007	Industrial
7008	Pop
7009	Rock
7010	Soundtrack
7011	Techno
7012	Trance
7013	Electro
7014	Funk
7015	Jazz
7016	Orchestral
7017	World
