6000	Simple
6001	Complex
6002	Clean
6003	Distorted
6004	Bright
6005	Dark
6006	Thin
6007	Phat
6008	Nice
6009	Nasty
6010	Organic
6011	Metallic
6012	Smooth
6013	Glitchy
6014	Warm
6015	Cold
6016	Noisy
6017	Detuned
6018	Breathy
6019	Muted
6020	Mysterious
