4001	Bass
4002	Brass
4003	Drums
4004	Guitars
4005	Keys
4006	Leads
4007	Mallets
4008	Organs
4009	Pads
4010	Sound Effects
4011	Soundscapes
4012	Strings
4013	Synths
4014	Vocals
4015	Woodwinds
4016	Rhythmic
4017	Arpeggiated
